"File_250827_145425 - RawData"
"Wavelength nm."	"Abs."
663.00	-0.0139
664.00	-0.0139
665.00	-0.0140
666.00	-0.0142
667.00	-0.0143
668.00	-0.0142
669.00	-0.0144
670.00	-0.0142
671.00	-0.0146
672.00	-0.0142
673.00	-0.0143
674.00	-0.0145
675.00	-0.0142
676.00	-0.0146
677.00	-0.0146
678.00	-0.0145
679.00	-0.0146
680.00	-0.0148
681.00	-0.0150
682.00	-0.0146
683.00	-0.0148
684.00	-0.0150
685.00	-0.0151
686.00	-0.0150
687.00	-0.0152
688.00	-0.0150
689.00	-0.0152
690.00	-0.0154
691.00	-0.0149
692.00	-0.0156
693.00	-0.0151
694.00	-0.0151
695.00	-0.0153
696.00	-0.0156
697.00	-0.0155
698.00	-0.0155
699.00	-0.0157
700.00	-0.0157
701.00	-0.0155
702.00	-0.0155
703.00	-0.0158
704.00	-0.0157
705.00	-0.0158
706.00	-0.0159
707.00	-0.0159
708.00	-0.0161
709.00	-0.0161
710.00	-0.0161
711.00	-0.0163
712.00	-0.0163
713.00	-0.0161
714.00	-0.0165
715.00	-0.0165
716.00	-0.0169
717.00	-0.0167
718.00	-0.0167
719.00	-0.0172
720.00	-0.0168
721.00	-0.0170
722.00	-0.0171
723.00	-0.0173
724.00	-0.0174
725.00	-0.0177
726.00	-0.0181
727.00	-0.0179
728.00	-0.0179
729.00	-0.0181
730.00	-0.0185
731.00	-0.0185
732.00	-0.0184
733.00	-0.0182
734.00	-0.0185
735.00	-0.0182
736.00	-0.0190
737.00	-0.0185
738.00	-0.0189
739.00	-0.0186
740.00	-0.0187
741.00	-0.0190
742.00	-0.0188
743.00	-0.0192
744.00	-0.0189
745.00	-0.0190
746.00	-0.0190
747.00	-0.0190
748.00	-0.0193
749.00	-0.0194
750.00	-0.0195
751.00	-0.0193
752.00	-0.0193
753.00	-0.0196
754.00	-0.0198
755.00	-0.0199
756.00	-0.0195
757.00	-0.0198
758.00	-0.0197
759.00	-0.0201
760.00	-0.0200
761.00	-0.0206
762.00	-0.0203
763.00	-0.0203
764.00	-0.0204
765.00	-0.0201
766.00	-0.0205
767.00	-0.0207
768.00	-0.0206
769.00	-0.0208
770.00	-0.0207
771.00	-0.0202
772.00	-0.0207
773.00	-0.0209
774.00	-0.0206
775.00	-0.0209
776.00	-0.0209
777.00	-0.0209
778.00	-0.0210
779.00	-0.0212
780.00	-0.0214
781.00	-0.0211
782.00	-0.0214
783.00	-0.0211
784.00	-0.0210
785.00	-0.0209
786.00	-0.0211
787.00	-0.0215
788.00	-0.0213
789.00	-0.0211
790.00	-0.0214
791.00	-0.0214
792.00	-0.0216
793.00	-0.0213
794.00	-0.0215
795.00	-0.0217
796.00	-0.0210
797.00	-0.0218
798.00	-0.0213
799.00	-0.0218
800.00	-0.0214
801.00	-0.0211
802.00	-0.0214
803.00	-0.0213
804.00	-0.0214
805.00	-0.0213
806.00	-0.0214
807.00	-0.0217
808.00	-0.0213
809.00	-0.0218
810.00	-0.0215
811.00	-0.0215
812.00	-0.0218
813.00	-0.0211
814.00	-0.0212
815.00	-0.0212
816.00	-0.0216
817.00	-0.0217
818.00	-0.0223
819.00	-0.0219
820.00	-0.0218
821.00	-0.0216
822.00	-0.0219
823.00	-0.0221
824.00	-0.0219
825.00	-0.0219
826.00	-0.0221
827.00	-0.0226
828.00	-0.0223
829.00	-0.0220
830.00	-0.0219
831.00	-0.0224
832.00	-0.0222
833.00	-0.0222
834.00	-0.0213
835.00	-0.0221
836.00	-0.0215
837.00	-0.0232
838.00	-0.0224
839.00	-0.0223
840.00	-0.0228
841.00	-0.0232
842.00	-0.0233
843.00	-0.0225
844.00	-0.0227
845.00	-0.0235
846.00	-0.0234
847.00	-0.0225
848.00	-0.0231
849.00	-0.0240
850.00	-0.0227
851.00	-0.0233
852.00	-0.0227
853.00	-0.0236
854.00	-0.0223
855.00	-0.0238
856.00	-0.0227
857.00	-0.0210
858.00	-0.0227
859.00	-0.0230
860.00	-0.0228
861.00	-0.0229
862.00	-0.0221
863.00	-0.0249
864.00	-0.0224
865.00	-0.0251
866.00	-0.0249
867.00	-0.0230
868.00	-0.0217
869.00	-0.0286
870.00	-0.0264
871.00	-0.0190
872.00	-0.0270
873.00	-0.0222
874.00	-0.0205
875.00	-0.0156
876.00	-0.0188
877.00	-0.0249
878.00	-0.0209
879.00	-0.0245
880.00	-0.0221
881.00	-0.0197
882.00	-0.0228
883.00	-0.0252
884.00	-0.0231
885.00	-0.0266
886.00	-0.0189
887.00	-0.0147
888.00	-0.0093
889.00	-0.0215
890.00	-0.0309
891.00	-0.0184
892.00	-0.0251
893.00	-0.0186
894.00	-0.0148
895.00	-0.0209
896.00	-0.0248
897.00	-0.0289
898.00	-0.0351
899.00	-0.0201
900.00	-0.0120
