"File_250827_160157 - RawData"
"Wavelength nm."	"Abs."
462.00	-0.0003
463.00	-0.0002
464.00	-0.0002
465.00	-0.0003
466.00	-0.0002
467.00	0.0000
468.00	-0.0001
469.00	-0.0002
470.00	0.0000
471.00	-0.0004
472.00	0.0000
473.00	-0.0001
474.00	0.0000
475.00	-0.0000
476.00	-0.0001
477.00	-0.0003
478.00	-0.0003
479.00	-0.0001
480.00	-0.0004
481.00	-0.0002
482.00	-0.0002
483.00	-0.0002
484.00	-0.0002
485.00	-0.0001
486.00	0.0000
487.00	0.0001
488.00	-0.0001
489.00	-0.0002
490.00	-0.0002
491.00	-0.0001
492.00	-0.0001
493.00	-0.0002
494.00	-0.0002
495.00	-0.0002
496.00	-0.0002
497.00	-0.0000
498.00	-0.0003
499.00	-0.0002
500.00	-0.0003
501.00	-0.0000
502.00	-0.0003
503.00	-0.0001
504.00	0.0001
505.00	-0.0002
506.00	-0.0001
507.00	-0.0000
508.00	0.0001
509.00	-0.0001
510.00	-0.0003
511.00	0.0001
512.00	-0.0003
513.00	0.0000
514.00	-0.0002
515.00	-0.0001
516.00	-0.0004
517.00	-0.0001
518.00	-0.0002
519.00	-0.0002
520.00	0.0000
521.00	-0.0001
522.00	0.0002
523.00	-0.0001
524.00	-0.0002
525.00	-0.0002
526.00	-0.0003
527.00	-0.0001
528.00	-0.0001
529.00	-0.0001
530.00	-0.0001
531.00	0.0000
532.00	-0.0004
533.00	-0.0004
534.00	-0.0000
535.00	-0.0002
536.00	-0.0002
537.00	-0.0003
538.00	-0.0002
539.00	-0.0004
540.00	-0.0003
541.00	-0.0002
542.00	-0.0003
543.00	-0.0002
544.00	0.0000
545.00	-0.0002
546.00	0.0002
547.00	-0.0002
548.00	-0.0001
549.00	-0.0003
550.00	-0.0001
551.00	-0.0003
552.00	-0.0003
553.00	-0.0002
554.00	-0.0003
555.00	-0.0003
556.00	-0.0003
557.00	-0.0003
558.00	-0.0002
559.00	-0.0002
560.00	-0.0003
561.00	-0.0003
562.00	-0.0002
563.00	-0.0003
564.00	-0.0004
565.00	-0.0004
566.00	-0.0003
567.00	-0.0002
568.00	-0.0004
569.00	-0.0001
570.00	-0.0004
571.00	-0.0003
572.00	-0.0002
573.00	-0.0003
574.00	-0.0003
575.00	-0.0004
576.00	-0.0003
577.00	-0.0002
578.00	-0.0003
579.00	-0.0002
580.00	-0.0003
581.00	-0.0001
582.00	-0.0003
583.00	-0.0002
584.00	-0.0002
585.00	-0.0002
586.00	-0.0002
587.00	-0.0003
588.00	-0.0004
589.00	-0.0002
590.00	-0.0004
591.00	-0.0003
592.00	-0.0003
593.00	-0.0000
594.00	-0.0004
595.00	-0.0002
596.00	-0.0003
597.00	-0.0003
598.00	-0.0004
599.00	-0.0003
600.00	-0.0006
601.00	-0.0004
602.00	-0.0004
603.00	-0.0003
604.00	-0.0002
605.00	-0.0003
606.00	-0.0001
607.00	-0.0002
608.00	-0.0001
609.00	-0.0003
610.00	-0.0003
611.00	-0.0002
612.00	-0.0003
613.00	-0.0004
614.00	-0.0005
615.00	-0.0003
616.00	-0.0002
617.00	-0.0003
618.00	-0.0005
619.00	-0.0003
620.00	-0.0003
621.00	-0.0003
622.00	-0.0004
623.00	-0.0001
624.00	-0.0003
625.00	-0.0002
626.00	-0.0002
627.00	-0.0004
628.00	-0.0003
629.00	-0.0004
630.00	-0.0004
631.00	-0.0004
632.00	-0.0003
633.00	-0.0002
634.00	-0.0002
635.00	-0.0002
636.00	-0.0002
637.00	-0.0001
638.00	-0.0003
639.00	-0.0001
640.00	-0.0001
641.00	-0.0004
642.00	-0.0002
643.00	-0.0005
644.00	-0.0004
645.00	-0.0003
646.00	-0.0003
647.00	-0.0004
648.00	-0.0005
649.00	-0.0005
650.00	-0.0005
651.00	-0.0003
652.00	-0.0005
653.00	-0.0003
654.00	-0.0004
655.00	-0.0004
656.00	-0.0003
657.00	-0.0005
658.00	-0.0004
659.00	-0.0005
660.00	-0.0003
661.00	-0.0005
662.00	-0.0003
663.00	-0.0003
664.00	-0.0005
665.00	-0.0003
666.00	-0.0001
667.00	-0.0005
668.00	-0.0005
669.00	-0.0003
670.00	-0.0006
671.00	-0.0004
672.00	-0.0003
673.00	-0.0003
674.00	-0.0003
675.00	-0.0003
676.00	-0.0003
677.00	-0.0006
678.00	-0.0002
679.00	-0.0004
680.00	-0.0002
681.00	-0.0005
682.00	-0.0004
683.00	-0.0005
684.00	-0.0003
685.00	-0.0003
686.00	-0.0005
687.00	-0.0004
688.00	-0.0005
689.00	-0.0005
690.00	-0.0008
691.00	-0.0005
692.00	-0.0005
693.00	-0.0005
694.00	-0.0005
695.00	-0.0007
696.00	-0.0006
697.00	-0.0004
698.00	-0.0001
699.00	-0.0006
700.00	-0.0010
701.00	-0.0004
702.00	-0.0004
703.00	-0.0004
704.00	-0.0006
705.00	-0.0006
706.00	-0.0007
707.00	-0.0006
708.00	-0.0006
709.00	-0.0006
710.00	-0.0005
711.00	-0.0006
712.00	-0.0004
713.00	-0.0007
714.00	-0.0007
715.00	-0.0004
716.00	-0.0008
717.00	-0.0006
718.00	-0.0006
719.00	-0.0008
720.00	-0.0002
721.00	-0.0005
722.00	-0.0004
723.00	-0.0007
724.00	-0.0003
725.00	-0.0006
726.00	-0.0005
727.00	-0.0006
728.00	-0.0007
729.00	-0.0005
730.00	-0.0005
731.00	-0.0007
732.00	-0.0005
733.00	-0.0007
734.00	-0.0010
735.00	-0.0010
736.00	-0.0007
737.00	-0.0004
738.00	-0.0009
739.00	-0.0004
740.00	-0.0004
741.00	-0.0007
742.00	-0.0006
743.00	-0.0004
744.00	-0.0009
745.00	-0.0004
746.00	-0.0007
747.00	-0.0005
748.00	-0.0006
749.00	-0.0007
750.00	-0.0008
751.00	-0.0008
752.00	-0.0006
753.00	-0.0005
754.00	-0.0008
755.00	-0.0010
756.00	-0.0006
757.00	-0.0002
758.00	-0.0005
759.00	-0.0003
760.00	-0.0002
761.00	-0.0002
762.00	-0.0006
763.00	-0.0008
764.00	-0.0006
765.00	-0.0006
766.00	-0.0006
767.00	-0.0003
768.00	-0.0003
769.00	-0.0005
770.00	-0.0007
771.00	-0.0009
772.00	-0.0001
773.00	-0.0006
774.00	-0.0011
775.00	-0.0003
776.00	-0.0002
777.00	-0.0007
778.00	-0.0004
779.00	-0.0014
780.00	-0.0006
781.00	-0.0002
782.00	-0.0001
783.00	-0.0004
784.00	-0.0002
785.00	-0.0004
786.00	-0.0007
787.00	-0.0006
788.00	-0.0008
789.00	-0.0009
790.00	-0.0007
791.00	-0.0003
792.00	-0.0009
793.00	-0.0008
794.00	-0.0006
795.00	-0.0008
796.00	-0.0010
797.00	-0.0009
798.00	-0.0001
799.00	-0.0012
800.00	-0.0007
801.00	-0.0008
802.00	-0.0009
803.00	-0.0013
804.00	-0.0003
805.00	-0.0005
806.00	-0.0007
807.00	-0.0007
808.00	-0.0008
809.00	-0.0009
810.00	-0.0003
811.00	-0.0009
812.00	-0.0010
813.00	-0.0003
814.00	-0.0002
815.00	-0.0005
816.00	-0.0007
817.00	-0.0005
818.00	-0.0006
819.00	-0.0011
820.00	-0.0003
821.00	-0.0012
822.00	-0.0008
823.00	-0.0004
824.00	-0.0011
825.00	-0.0004
826.00	-0.0004
827.00	-0.0009
828.00	-0.0011
829.00	-0.0007
830.00	-0.0003
831.00	-0.0006
832.00	-0.0009
833.00	-0.0013
834.00	-0.0003
835.00	-0.0002
836.00	-0.0008
837.00	-0.0021
838.00	-0.0007
839.00	-0.0005
840.00	-0.0025
841.00	-0.0013
842.00	-0.0005
843.00	-0.0010
844.00	-0.0009
845.00	0.0003
846.00	-0.0002
847.00	-0.0011
848.00	-0.0019
849.00	-0.0010
850.00	-0.0005
851.00	-0.0018
852.00	0.0020
853.00	-0.0005
854.00	0.0010
855.00	-0.0002
856.00	0.0003
857.00	0.0002
858.00	0.0000
859.00	0.0009
860.00	0.0036
861.00	-0.0014
862.00	-0.0002
863.00	-0.0020
864.00	-0.0012
865.00	-0.0045
866.00	-0.0054
867.00	-0.0036
868.00	-0.0045
869.00	-0.0008
870.00	-0.0016
871.00	-0.0014
872.00	-0.0011
873.00	0.0017
874.00	-0.0022
875.00	0.0035
876.00	-0.0046
877.00	0.0034
878.00	0.0007
879.00	-0.0018
880.00	-0.0065
881.00	0.0016
882.00	-0.0025
883.00	-0.0009
884.00	-0.0060
885.00	0.0008
886.00	0.0035
887.00	-0.0071
888.00	0.0027
889.00	-0.0032
890.00	-0.0086
891.00	0.0044
892.00	-0.0021
893.00	0.0029
894.00	-0.0053
895.00	0.0161
896.00	-0.0102
897.00	0.0104
898.00	-0.0017
899.00	-0.0200
900.00	-0.0075
