"File_250827_163657 - RawData"
"Wavelength nm."	"Abs."
720.00	0.8389
721.00	0.8561
722.00	0.8743
723.00	0.8929
724.00	0.9136
725.00	0.9347
726.00	0.9564
727.00	0.9812
728.00	1.0056
729.00	1.0316
730.00	1.0589
731.00	1.0864
732.00	1.1159
733.00	1.1443
734.00	1.1730
735.00	1.2037
736.00	1.2361
737.00	1.2673
738.00	1.3008
739.00	1.3343
740.00	1.3670
741.00	1.4023
742.00	1.4378
743.00	1.4738
744.00	1.5081
745.00	1.5439
746.00	1.5772
747.00	1.6106
748.00	1.6440
749.00	1.6766
750.00	1.7085
751.00	1.7336
752.00	1.7629
753.00	1.7883
754.00	1.8132
755.00	1.8347
756.00	1.8539
757.00	1.8710
758.00	1.8825
759.00	1.8948
760.00	1.8991
761.00	1.9160
762.00	1.9155
763.00	1.9103
764.00	1.9003
765.00	1.8881
766.00	1.8725
767.00	1.8531
768.00	1.8258
769.00	1.7977
770.00	1.7634
771.00	1.7274
772.00	1.6899
773.00	1.6449
774.00	1.5980
775.00	1.5513
776.00	1.5024
777.00	1.4510
778.00	1.4002
779.00	1.3438
780.00	1.2874
781.00	1.2301
782.00	1.1735
783.00	1.1126
784.00	1.0548
785.00	0.9973
786.00	0.9419
787.00	0.8860
788.00	0.8337
789.00	0.7831
790.00	0.7335
791.00	0.6858
792.00	0.6415
793.00	0.5981
794.00	0.5585
795.00	0.5199
796.00	0.4819
797.00	0.4489
798.00	0.4155
799.00	0.3837
800.00	0.3561
801.00	0.3294
802.00	0.3050
803.00	0.2828
804.00	0.2614
805.00	0.2415
806.00	0.2239
807.00	0.2068
808.00	0.1921
809.00	0.1772
810.00	0.1640
811.00	0.1515
812.00	0.1399
813.00	0.1300
814.00	0.1211
815.00	0.1109
816.00	0.1035
817.00	0.0959
818.00	0.0886
819.00	0.0828
820.00	0.0771
821.00	0.0718
822.00	0.0659
823.00	0.0616
824.00	0.0565
825.00	0.0530
826.00	0.0489
827.00	0.0450
828.00	0.0417
829.00	0.0393
830.00	0.0362
831.00	0.0341
832.00	0.0312
833.00	0.0292
834.00	0.0278
835.00	0.0262
836.00	0.0247
837.00	0.0223
838.00	0.0222
839.00	0.0208
840.00	0.0189
841.00	0.0176
842.00	0.0182
843.00	0.0165
844.00	0.0147
845.00	0.0175
846.00	0.0160
847.00	0.0152
848.00	0.0150
849.00	0.0142
850.00	0.0132
851.00	0.0114
852.00	0.0155
853.00	0.0114
854.00	0.0132
855.00	0.0136
856.00	0.0111
857.00	0.0156
858.00	0.0132
859.00	0.0164
860.00	0.0191
861.00	0.0168
862.00	0.0154
863.00	0.0184
864.00	0.0188
865.00	0.0174
866.00	0.0123
867.00	0.0223
868.00	0.0144
869.00	0.0220
870.00	0.0253
871.00	0.0214
872.00	0.0282
873.00	0.0273
874.00	0.0296
875.00	0.0307
876.00	0.0325
877.00	0.0395
878.00	0.0367
879.00	0.0343
880.00	0.0302
881.00	0.0421
882.00	0.0439
883.00	0.0451
884.00	0.0482
885.00	0.0623
886.00	0.0478
887.00	0.0579
888.00	0.0707
889.00	0.0622
890.00	0.0576
891.00	0.0807
892.00	0.0735
893.00	0.0812
894.00	0.0809
895.00	0.0935
896.00	0.0953
897.00	0.1003
898.00	0.1016
899.00	0.0903
900.00	0.0999
