"File_250827_150847 - RawData"
"Wavelength nm."	"Abs."
479.00	0.1667
480.00	0.1649
481.00	0.1630
482.00	0.1611
483.00	0.1594
484.00	0.1577
485.00	0.1563
486.00	0.1545
487.00	0.1531
488.00	0.1519
489.00	0.1502
490.00	0.1489
491.00	0.1474
492.00	0.1464
493.00	0.1450
494.00	0.1437
495.00	0.1423
496.00	0.1412
497.00	0.1402
498.00	0.1392
499.00	0.1384
500.00	0.1375
501.00	0.1368
502.00	0.1360
503.00	0.1354
504.00	0.1344
505.00	0.1340
506.00	0.1334
507.00	0.1327
508.00	0.1322
509.00	0.1316
510.00	0.1307
511.00	0.1306
512.00	0.1302
513.00	0.1294
514.00	0.1291
515.00	0.1287
516.00	0.1284
517.00	0.1281
518.00	0.1281
519.00	0.1278
520.00	0.1275
521.00	0.1274
522.00	0.1275
523.00	0.1272
524.00	0.1277
525.00	0.1278
526.00	0.1283
527.00	0.1287
528.00	0.1291
529.00	0.1297
530.00	0.1303
531.00	0.1308
532.00	0.1315
533.00	0.1321
534.00	0.1328
535.00	0.1336
536.00	0.1341
537.00	0.1348
538.00	0.1354
539.00	0.1359
540.00	0.1363
541.00	0.1366
542.00	0.1367
543.00	0.1366
544.00	0.1362
545.00	0.1359
546.00	0.1352
547.00	0.1343
548.00	0.1332
549.00	0.1320
550.00	0.1305
551.00	0.1288
552.00	0.1274
553.00	0.1257
554.00	0.1242
555.00	0.1224
556.00	0.1204
557.00	0.1189
558.00	0.1173
559.00	0.1161
560.00	0.1143
561.00	0.1133
562.00	0.1120
563.00	0.1111
564.00	0.1096
565.00	0.1085
566.00	0.1076
567.00	0.1066
568.00	0.1056
569.00	0.1048
570.00	0.1039
571.00	0.1034
572.00	0.1024
573.00	0.1019
574.00	0.1013
575.00	0.1006
576.00	0.1003
577.00	0.1001
578.00	0.0994
579.00	0.0991
580.00	0.0988
581.00	0.0986
582.00	0.0982
583.00	0.0977
584.00	0.0975
585.00	0.0971
586.00	0.0968
587.00	0.0965
588.00	0.0961
589.00	0.0959
590.00	0.0956
591.00	0.0953
592.00	0.0950
593.00	0.0947
594.00	0.0947
595.00	0.0946
596.00	0.0944
597.00	0.0944
598.00	0.0944
599.00	0.0947
600.00	0.0949
601.00	0.0953
602.00	0.0957
603.00	0.0966
604.00	0.0971
605.00	0.0978
606.00	0.0988
607.00	0.0999
608.00	0.1008
609.00	0.1023
610.00	0.1034
611.00	0.1050
612.00	0.1069
613.00	0.1088
614.00	0.1106
615.00	0.1126
616.00	0.1144
617.00	0.1167
618.00	0.1190
619.00	0.1210
620.00	0.1230
621.00	0.1253
622.00	0.1273
623.00	0.1292
624.00	0.1312
625.00	0.1327
626.00	0.1343
627.00	0.1355
628.00	0.1366
629.00	0.1374
630.00	0.1379
631.00	0.1381
632.00	0.1379
633.00	0.1374
634.00	0.1364
635.00	0.1355
636.00	0.1341
637.00	0.1317
638.00	0.1296
639.00	0.1272
640.00	0.1246
641.00	0.1216
642.00	0.1186
643.00	0.1155
644.00	0.1122
645.00	0.1089
646.00	0.1053
647.00	0.1020
648.00	0.0989
649.00	0.0956
650.00	0.0926
651.00	0.0895
652.00	0.0865
653.00	0.0833
654.00	0.0806
655.00	0.0779
656.00	0.0755
657.00	0.0724
658.00	0.0701
659.00	0.0678
660.00	0.0655
661.00	0.0631
662.00	0.0611
663.00	0.0592
664.00	0.0574
665.00	0.0553
666.00	0.0537
667.00	0.0523
668.00	0.0505
669.00	0.0491
670.00	0.0476
671.00	0.0463
672.00	0.0450
673.00	0.0437
674.00	0.0425
675.00	0.0414
676.00	0.0400
677.00	0.0390
678.00	0.0379
679.00	0.0366
680.00	0.0356
681.00	0.0346
682.00	0.0341
683.00	0.0328
684.00	0.0318
685.00	0.0311
686.00	0.0300
687.00	0.0293
688.00	0.0284
689.00	0.0280
690.00	0.0268
691.00	0.0265
692.00	0.0257
693.00	0.0251
694.00	0.0246
695.00	0.0241
696.00	0.0235
697.00	0.0229
698.00	0.0227
699.00	0.0222
700.00	0.0216
701.00	0.0216
702.00	0.0212
703.00	0.0207
704.00	0.0202
705.00	0.0203
706.00	0.0200
707.00	0.0198
708.00	0.0195
709.00	0.0195
710.00	0.0193
711.00	0.0191
712.00	0.0188
713.00	0.0190
714.00	0.0185
715.00	0.0185
716.00	0.0182
717.00	0.0183
718.00	0.0180
719.00	0.0176
720.00	0.0180
721.00	0.0174
722.00	0.0173
723.00	0.0170
724.00	0.0167
725.00	0.0166
726.00	0.0162
727.00	0.0159
728.00	0.0161
729.00	0.0155
730.00	0.0152
731.00	0.0148
732.00	0.0143
733.00	0.0143
734.00	0.0133
735.00	0.0136
736.00	0.0128
737.00	0.0128
738.00	0.0118
739.00	0.0116
740.00	0.0114
741.00	0.0108
742.00	0.0099
743.00	0.0094
744.00	0.0093
745.00	0.0085
746.00	0.0079
747.00	0.0075
748.00	0.0065
749.00	0.0056
750.00	0.0050
751.00	0.0047
752.00	0.0038
753.00	0.0036
754.00	0.0026
755.00	0.0022
756.00	0.0015
757.00	0.0002
758.00	0.0002
759.00	-0.0012
760.00	-0.0016
761.00	-0.0023
762.00	-0.0028
763.00	-0.0031
764.00	-0.0042
765.00	-0.0042
766.00	-0.0053
767.00	-0.0058
768.00	-0.0062
769.00	-0.0072
770.00	-0.0076
771.00	-0.0077
772.00	-0.0086
773.00	-0.0089
774.00	-0.0096
775.00	-0.0099
776.00	-0.0103
777.00	-0.0105
778.00	-0.0112
779.00	-0.0113
780.00	-0.0116
781.00	-0.0118
782.00	-0.0131
783.00	-0.0126
784.00	-0.0132
785.00	-0.0134
786.00	-0.0142
787.00	-0.0146
788.00	-0.0145
789.00	-0.0144
790.00	-0.0144
791.00	-0.0154
792.00	-0.0156
793.00	-0.0157
794.00	-0.0159
795.00	-0.0161
796.00	-0.0159
797.00	-0.0166
798.00	-0.0160
799.00	-0.0163
800.00	-0.0162
801.00	-0.0169
802.00	-0.0171
803.00	-0.0169
804.00	-0.0173
805.00	-0.0170
806.00	-0.0177
807.00	-0.0176
808.00	-0.0179
809.00	-0.0179
810.00	-0.0178
811.00	-0.0174
812.00	-0.0184
813.00	-0.0183
814.00	-0.0183
815.00	-0.0180
816.00	-0.0183
817.00	-0.0188
818.00	-0.0191
819.00	-0.0193
820.00	-0.0190
821.00	-0.0186
822.00	-0.0189
823.00	-0.0184
824.00	-0.0191
825.00	-0.0194
826.00	-0.0194
827.00	-0.0197
828.00	-0.0190
829.00	-0.0191
830.00	-0.0194
831.00	-0.0198
832.00	-0.0198
833.00	-0.0198
834.00	-0.0196
835.00	-0.0194
836.00	-0.0197
837.00	-0.0209
838.00	-0.0198
839.00	-0.0192
840.00	-0.0202
841.00	-0.0204
842.00	-0.0200
843.00	-0.0192
844.00	-0.0205
845.00	-0.0207
846.00	-0.0209
847.00	-0.0204
848.00	-0.0190
849.00	-0.0209
850.00	-0.0187
851.00	-0.0195
852.00	-0.0194
853.00	-0.0207
854.00	-0.0210
855.00	-0.0215
856.00	-0.0213
857.00	-0.0202
858.00	-0.0189
859.00	-0.0182
860.00	-0.0197
861.00	-0.0185
862.00	-0.0194
863.00	-0.0189
864.00	-0.0206
865.00	-0.0200
866.00	-0.0193
867.00	-0.0139
868.00	-0.0196
869.00	-0.0200
870.00	-0.0200
871.00	-0.0172
872.00	-0.0246
873.00	-0.0140
874.00	-0.0139
875.00	-0.0114
876.00	-0.0140
877.00	-0.0184
878.00	-0.0255
879.00	-0.0153
880.00	-0.0123
881.00	-0.0196
882.00	-0.0150
883.00	-0.0265
884.00	-0.0194
885.00	-0.0128
886.00	-0.0253
887.00	-0.0145
888.00	-0.0155
889.00	-0.0090
890.00	-0.0228
891.00	-0.0165
892.00	-0.0170
893.00	-0.0154
894.00	-0.0062
895.00	-0.0188
896.00	-0.0224
897.00	-0.0086
898.00	-0.0273
899.00	-0.0091
900.00	-0.0164
