"File_250827_160523 - RawData"
"Wavelength nm."	"Abs."
809.00	-0.0148
810.00	-0.0146
811.00	-0.0150
812.00	-0.0152
813.00	-0.0146
814.00	-0.0142
815.00	-0.0144
816.00	-0.0144
817.00	-0.0145
818.00	-0.0155
819.00	-0.0151
820.00	-0.0148
821.00	-0.0150
822.00	-0.0147
823.00	-0.0150
824.00	-0.0153
825.00	-0.0151
826.00	-0.0152
827.00	-0.0157
828.00	-0.0153
829.00	-0.0159
830.00	-0.0157
831.00	-0.0153
832.00	-0.0161
833.00	-0.0157
834.00	-0.0154
835.00	-0.0150
836.00	-0.0155
837.00	-0.0156
838.00	-0.0154
839.00	-0.0157
840.00	-0.0161
841.00	-0.0157
842.00	-0.0151
843.00	-0.0151
844.00	-0.0153
845.00	-0.0138
846.00	-0.0144
847.00	-0.0151
848.00	-0.0142
849.00	-0.0156
850.00	-0.0155
851.00	-0.0164
852.00	-0.0125
853.00	-0.0168
854.00	-0.0147
855.00	-0.0146
856.00	-0.0148
857.00	-0.0155
858.00	-0.0179
859.00	-0.0123
860.00	-0.0106
861.00	-0.0157
862.00	-0.0162
863.00	-0.0138
864.00	-0.0159
865.00	-0.0164
866.00	-0.0199
867.00	-0.0125
868.00	-0.0188
869.00	-0.0140
870.00	-0.0133
871.00	-0.0170
872.00	-0.0131
873.00	-0.0170
874.00	-0.0097
875.00	-0.0150
876.00	-0.0175
877.00	-0.0066
878.00	-0.0168
879.00	-0.0135
880.00	-0.0205
881.00	-0.0124
882.00	-0.0164
883.00	-0.0115
884.00	-0.0144
885.00	-0.0129
886.00	-0.0115
887.00	-0.0183
888.00	-0.0143
889.00	-0.0200
890.00	-0.0170
891.00	-0.0124
892.00	-0.0151
893.00	-0.0080
894.00	-0.0091
895.00	-0.0029
896.00	-0.0141
897.00	0.0022
898.00	-0.0166
899.00	-0.0252
900.00	-0.0170
