"File_250827_144738 - RawData"
"Wavelength nm."	"Abs."
624.00	0.0025
625.00	0.0028
626.00	0.0029
627.00	0.0031
628.00	0.0030
629.00	0.0033
630.00	0.0033
631.00	0.0033
632.00	0.0033
633.00	0.0033
634.00	0.0032
635.00	0.0031
636.00	0.0034
637.00	0.0030
638.00	0.0030
639.00	0.0029
640.00	0.0025
641.00	0.0024
642.00	0.0023
643.00	0.0023
644.00	0.0020
645.00	0.0019
646.00	0.0016
647.00	0.0013
648.00	0.0015
649.00	0.0010
650.00	0.0012
651.00	0.0009
652.00	0.0007
653.00	0.0002
654.00	0.0003
655.00	-0.0002
656.00	-0.0002
657.00	-0.0001
658.00	-0.0002
659.00	-0.0004
660.00	-0.0008
661.00	-0.0010
662.00	-0.0009
663.00	-0.0011
664.00	-0.0015
665.00	-0.0013
666.00	-0.0015
667.00	-0.0014
668.00	-0.0016
669.00	-0.0018
670.00	-0.0017
671.00	-0.0020
672.00	-0.0018
673.00	-0.0020
674.00	-0.0021
675.00	-0.0018
676.00	-0.0023
677.00	-0.0023
678.00	-0.0021
679.00	-0.0024
680.00	-0.0023
681.00	-0.0028
682.00	-0.0024
683.00	-0.0026
684.00	-0.0028
685.00	-0.0025
686.00	-0.0026
687.00	-0.0027
688.00	-0.0027
689.00	-0.0027
690.00	-0.0030
691.00	-0.0026
692.00	-0.0028
693.00	-0.0029
694.00	-0.0027
695.00	-0.0027
696.00	-0.0028
697.00	-0.0027
698.00	-0.0027
699.00	-0.0029
700.00	-0.0030
701.00	-0.0026
702.00	-0.0029
703.00	-0.0028
704.00	-0.0027
705.00	-0.0027
706.00	-0.0027
707.00	-0.0027
708.00	-0.0029
709.00	-0.0028
710.00	-0.0027
711.00	-0.0024
712.00	-0.0025
713.00	-0.0025
714.00	-0.0026
715.00	-0.0025
716.00	-0.0030
717.00	-0.0026
718.00	-0.0027
719.00	-0.0030
720.00	-0.0027
721.00	-0.0027
722.00	-0.0029
723.00	-0.0030
724.00	-0.0030
725.00	-0.0028
726.00	-0.0030
727.00	-0.0031
728.00	-0.0029
729.00	-0.0031
730.00	-0.0030
731.00	-0.0034
732.00	-0.0030
733.00	-0.0033
734.00	-0.0031
735.00	-0.0032
736.00	-0.0030
737.00	-0.0027
738.00	-0.0032
739.00	-0.0029
740.00	-0.0031
741.00	-0.0031
742.00	-0.0031
743.00	-0.0033
744.00	-0.0031
745.00	-0.0029
746.00	-0.0030
747.00	-0.0027
748.00	-0.0033
749.00	-0.0031
750.00	-0.0033
751.00	-0.0030
752.00	-0.0035
753.00	-0.0028
754.00	-0.0031
755.00	-0.0028
756.00	-0.0031
757.00	-0.0035
758.00	-0.0032
759.00	-0.0034
760.00	-0.0035
761.00	-0.0031
762.00	-0.0028
763.00	-0.0026
764.00	-0.0027
765.00	-0.0026
766.00	-0.0028
767.00	-0.0028
768.00	-0.0026
769.00	-0.0029
770.00	-0.0028
771.00	-0.0021
772.00	-0.0027
773.00	-0.0025
774.00	-0.0024
775.00	-0.0023
776.00	-0.0026
777.00	-0.0029
778.00	-0.0022
779.00	-0.0027
780.00	-0.0026
781.00	-0.0021
782.00	-0.0026
783.00	-0.0025
784.00	-0.0022
785.00	-0.0017
786.00	-0.0021
787.00	-0.0023
788.00	-0.0022
789.00	-0.0014
790.00	-0.0020
791.00	-0.0022
792.00	-0.0023
793.00	-0.0019
794.00	-0.0019
795.00	-0.0022
796.00	-0.0014
797.00	-0.0018
798.00	-0.0019
799.00	-0.0020
800.00	-0.0010
801.00	-0.0015
802.00	-0.0015
803.00	-0.0013
804.00	-0.0010
805.00	-0.0010
806.00	-0.0015
807.00	-0.0013
808.00	-0.0009
809.00	-0.0008
810.00	-0.0006
811.00	-0.0004
812.00	-0.0009
813.00	-0.0006
814.00	0.0002
815.00	-0.0005
816.00	-0.0009
817.00	-0.0005
818.00	-0.0009
819.00	-0.0009
820.00	-0.0004
821.00	-0.0001
822.00	-0.0004
823.00	0.0002
824.00	-0.0004
825.00	-0.0003
826.00	-0.0008
827.00	-0.0005
828.00	-0.0001
829.00	0.0006
830.00	0.0000
831.00	-0.0007
832.00	-0.0004
833.00	0.0005
834.00	0.0009
835.00	0.0000
836.00	-0.0006
837.00	0.0002
838.00	0.0005
839.00	0.0005
840.00	0.0006
841.00	-0.0015
842.00	0.0013
843.00	0.0005
844.00	-0.0011
845.00	-0.0004
846.00	-0.0002
847.00	0.0003
848.00	0.0001
849.00	-0.0013
850.00	0.0007
851.00	0.0003
852.00	-0.0014
853.00	-0.0008
854.00	-0.0001
855.00	-0.0013
856.00	0.0012
857.00	0.0003
858.00	-0.0009
859.00	0.0038
860.00	0.0023
861.00	-0.0005
862.00	-0.0003
863.00	-0.0019
864.00	-0.0009
865.00	-0.0006
866.00	-0.0018
867.00	0.0022
868.00	0.0001
869.00	0.0040
870.00	-0.0002
871.00	0.0062
872.00	-0.0027
873.00	-0.0015
874.00	0.0039
875.00	0.0044
876.00	0.0000
877.00	-0.0003
878.00	0.0025
879.00	0.0012
880.00	-0.0004
881.00	0.0012
882.00	-0.0002
883.00	-0.0016
884.00	0.0045
885.00	0.0029
886.00	0.0012
887.00	-0.0006
888.00	0.0071
889.00	0.0010
890.00	0.0040
891.00	-0.0042
892.00	-0.0055
893.00	-0.0026
894.00	0.0086
895.00	-0.0101
896.00	-0.0087
897.00	0.0114
898.00	-0.0112
899.00	0.0072
900.00	0.0024
