"File_250827_161311 - RawData"
"Wavelength nm."	"Abs."
734.00	0.0025
735.00	0.0022
736.00	0.0020
737.00	0.0024
738.00	0.0018
739.00	0.0016
740.00	0.0015
741.00	0.0012
742.00	0.0013
743.00	0.0011
744.00	0.0008
745.00	0.0007
746.00	0.0008
747.00	0.0004
748.00	0.0005
749.00	0.0004
750.00	-0.0001
751.00	0.0001
752.00	0.0004
753.00	0.0003
754.00	0.0003
755.00	-0.0002
756.00	0.0000
757.00	0.0004
758.00	0.0001
759.00	0.0004
760.00	-0.0001
761.00	-0.0002
762.00	-0.0004
763.00	-0.0005
764.00	-0.0005
765.00	-0.0006
766.00	-0.0009
767.00	-0.0004
768.00	-0.0005
769.00	-0.0006
770.00	-0.0010
771.00	-0.0010
772.00	-0.0007
773.00	-0.0014
774.00	-0.0011
775.00	-0.0007
776.00	-0.0007
777.00	-0.0013
778.00	-0.0008
779.00	-0.0012
780.00	-0.0009
781.00	-0.0011
782.00	-0.0010
783.00	-0.0012
784.00	-0.0011
785.00	-0.0013
786.00	-0.0012
787.00	-0.0012
788.00	-0.0012
789.00	-0.0014
790.00	-0.0016
791.00	-0.0018
792.00	-0.0018
793.00	-0.0015
794.00	-0.0015
795.00	-0.0017
796.00	-0.0020
797.00	-0.0023
798.00	-0.0018
799.00	-0.0020
800.00	-0.0019
801.00	-0.0020
802.00	-0.0022
803.00	-0.0022
804.00	-0.0018
805.00	-0.0016
806.00	-0.0020
807.00	-0.0019
808.00	-0.0023
809.00	-0.0024
810.00	-0.0023
811.00	-0.0024
812.00	-0.0027
813.00	-0.0023
814.00	-0.0019
815.00	-0.0027
816.00	-0.0023
817.00	-0.0023
818.00	-0.0027
819.00	-0.0027
820.00	-0.0027
821.00	-0.0026
822.00	-0.0020
823.00	-0.0028
824.00	-0.0026
825.00	-0.0019
826.00	-0.0025
827.00	-0.0027
828.00	-0.0032
829.00	-0.0021
830.00	-0.0026
831.00	-0.0023
832.00	-0.0025
833.00	-0.0028
834.00	-0.0017
835.00	-0.0025
836.00	-0.0016
837.00	-0.0024
838.00	-0.0011
839.00	-0.0019
840.00	-0.0035
841.00	-0.0013
842.00	-0.0020
843.00	-0.0020
844.00	-0.0022
845.00	-0.0017
846.00	-0.0012
847.00	-0.0022
848.00	-0.0014
849.00	-0.0021
850.00	-0.0014
851.00	-0.0031
852.00	0.0001
853.00	-0.0026
854.00	-0.0024
855.00	0.0001
856.00	-0.0027
857.00	-0.0010
858.00	-0.0001
859.00	-0.0012
860.00	0.0012
861.00	0.0015
862.00	-0.0000
863.00	0.0003
864.00	-0.0019
865.00	-0.0018
866.00	-0.0058
867.00	0.0010
868.00	-0.0039
869.00	0.0010
870.00	0.0005
871.00	-0.0030
872.00	0.0020
873.00	-0.0030
874.00	0.0002
875.00	-0.0057
876.00	-0.0014
877.00	0.0054
878.00	-0.0042
879.00	-0.0043
880.00	0.0007
881.00	0.0025
882.00	0.0024
883.00	0.0040
884.00	0.0026
885.00	0.0007
886.00	-0.0003
887.00	-0.0001
888.00	0.0076
889.00	-0.0022
890.00	-0.0067
891.00	0.0040
892.00	-0.0022
893.00	0.0061
894.00	0.0070
895.00	0.0092
896.00	-0.0090
897.00	0.0222
898.00	0.0050
899.00	-0.0109
900.00	-0.0009
